Plot_ID;Treatment;Treatment_ID;Plant;Date;aphidsinoculated_init;aphid_live;aphid_parasitized;syrphidl_p;Biomass_fin;Field_Mgmt;cropmaturity_init;croptype;X;Y;BUFF_DIST;Pt.seminatural,,,,
37;HGD;37_HGD;2;1;7;14;3;4;413,22;conventional;38;Other;425724,1136;4237530,591;200;36,12557953
37;HGD;37_HGD;2;1;7;14;3;4;413,22;conventional;38;Other;425724,1136;4237530,591;300;39,47886093
37;HGD;37_HGD;2;1;7;14;3;4;413,22;conventional;38;Other;425724,1136;4237530,591;500;34,64221276
37;HGD;37_HGD;2;1;7;14;3;4;413,22;conventional;38;Other;425724,1136;4237530,591;600;37,27755694
37;HGD;37_HGD;2;1;7;14;3;4;413,22;conventional;38;Other;425724,1136;4237530,591;700;38,5430258
37;HGD;37_HGD;2;1;7;14;3;4;413,22;conventional;38;Other;425724,1136;4237530,591;800;39,68042651
37;HGD;37_HGD;2;1;7;14;3;4;413,22;conventional;38;Other;425724,1136;4237530,591;900;39,81358712
37;HGD;37_HGD;3;1;7;118;3;3;428,93;conventional;38;Other;425724,1136;4237530,591;1000;39,58075567
37;HGD;37_HGD;3;1;7;118;3;3;428,93;conventional;38;Other;425724,1136;4237530,591;200;36,12557953
37;HGD;37_HGD;3;1;7;118;3;3;428,93;conventional;38;Other;425724,1136;4237530,591;100;38,83382526
37;HGD;37_HGD;3;1;7;118;3;3;428,93;conventional;38;Other;425724,1136;4237530,591;300;39,47886093
37;HGD;37_HGD;3;1;7;118;3;3;428,93;conventional;38;Other;425724,1136;4237530,591;400;35,9260875
37;HGD;37_HGD;3;1;7;118;3;3;428,93;conventional;38;Other;425724,1136;4237530,591;500;34,64221276
37;HGD;37_HGD;3;1;7;118;3;3;428,93;conventional;38;Other;425724,1136;4237530,591;600;37,27755694
37;HGD;37_HGD;3;1;7;118;3;3;428,93;conventional;38;Other;425724,1136;4237530,591;700;38,5430258
37;HGD;37_HGD;3;1;7;118;3;3;428,93;conventional;38;Other;425724,1136;4237530,591;800;39,68042651
37;HGD;37_HGD;3;1;7;118;3;3;428,93;conventional;38;Other;425724,1136;4237530,591;900;39,81358712
37;HGD;37_HGD;4;1;7;61;5;3;342,44;conventional;38;Other;425724,1136;4237530,591;1000;39,58075567
37;HGD;37_HGD;4;1;7;61;5;3;342,44;conventional;38;Other;425724,1136;4237530,591;500;34,64221276
37;HGD;37_HGD;4;1;7;61;5;3;342,44;conventional;38;Other;425724,1136;4237530,591;200;36,12557953
37;HGD;37_HGD;4;1;7;61;5;3;342,44;conventional;38;Other;425724,1136;4237530,591;300;39,47886093
37;HGD;37_HGD;4;1;7;61;5;3;342,44;conventional;38;Other;425724,1136;4237530,591;100;38,83382526
37;HGD;37_HGD;4;1;7;61;5;3;342,44;conventional;38;Other;425724,1136;4237530,591;400;35,9260875
37;HGD;37_HGD;4;1;7;61;5;3;342,44;conventional;38;Other;425724,1136;4237530,591;700;38,5430258
37;HGD;37_HGD;4;1;7;61;5;3;342,44;conventional;38;Other;425724,1136;4237530,591;800;39,68042651
37;HGD;37_HGD;4;1;7;61;5;3;342,44;conventional;38;Other;425724,1136;4237530,591;900;39,81358712
37;HGD;37_HGD;4;1;7;61;5;3;342,44;conventional;38;Other;425724,1136;4237530,591;600;37,27755694
37;HP;37_HP;1;1;7;107;5;3;202,69;conventional;38;Other;425724,1136;4237530,591;100;38,83382526
37;HP;37_HP;1;1;7;107;5;3;202,69;conventional;38;Other;425724,1136;4237530,591;1000;39,58075567
37;HP;37_HP;1;1;7;107;5;3;202,69;conventional;38;Other;425724,1136;4237530,591;300;39,47886093
37;HP;37_HP;1;1;7;107;5;3;202,69;conventional;38;Other;425724,1136;4237530,591;400;35,9260875
37;HP;37_HP;1;1;7;107;5;3;202,69;conventional;38;Other;425724,1136;4237530,591;500;34,64221276
37;HP;37_HP;1;1;7;107;5;3;202,69;conventional;38;Other;425724,1136;4237530,591;200;36,12557953
37;HP;37_HP;1;1;7;107;5;3;202,69;conventional;38;Other;425724,1136;4237530,591;700;38,5430258
37;HP;37_HP;1;1;7;107;5;3;202,69;conventional;38;Other;425724,1136;4237530,591;800;39,68042651
37;HP;37_HP;1;1;7;107;5;3;202,69;conventional;38;Other;425724,1136;4237530,591;900;39,81358712
37;HP;37_HP;1;1;7;107;5;3;202,69;conventional;38;Other;425724,1136;4237530,591;600;37,27755694
37;HP;37_HP;2;1;7;95;18;6;304,75;conventional;38;Other;425724,1136;4237530,591;100;38,83382526
37;HP;37_HP;2;1;7;95;18;6;304,75;conventional;38;Other;425724,1136;4237530,591;400;35,9260875
37;HP;37_HP;2;1;7;95;18;6;304,75;conventional;38;Other;425724,1136;4237530,591;1000;39,58075567
37;HP;37_HP;2;1;7;95;18;6;304,75;conventional;38;Other;425724,1136;4237530,591;200;36,12557953
37;HP;37_HP;2;1;7;95;18;6;304,75;conventional;38;Other;425724,1136;4237530,591;300;39,47886093
37;HP;37_HP;2;1;7;95;18;6;304,75;conventional;38;Other;425724,1136;4237530,591;500;34,64221276
37;HP;37_HP;2;1;7;95;18;6;304,75;conventional;38;Other;425724,1136;4237530,591;600;37,27755694
37;HP;37_HP;2;1;7;95;18;6;304,75;conventional;38;Other;425724,1136;4237530,591;700;38,5430258
37;HP;37_HP;2;1;7;95;18;6;304,75;conventional;38;Other;425724,1136;4237530,591;800;39,68042651
37;HP;37_HP;2;1;7;95;18;6;304,75;conventional;38;Other;425724,1136;4237530,591;900;39,81358712
37;HP;37_HP;3;1;7;50;12;3;221,08;conventional;38;Other;425724,1136;4237530,591;1000;39,58075567
37;HP;37_HP;3;1;7;50;12;3;221,08;conventional;38;Other;425724,1136;4237530,591;200;36,12557953
37;HP;37_HP;3;1;7;50;12;3;221,08;conventional;38;Other;425724,1136;4237530,591;100;38,83382526
37;HP;37_HP;3;1;7;50;12;3;221,08;conventional;38;Other;425724,1136;4237530,591;300;39,47886093
37;HP;37_HP;3;1;7;50;12;3;221,08;conventional;38;Other;425724,1136;4237530,591;400;35,9260875
37;HP;37_HP;3;1;7;50;12;3;221,08;conventional;38;Other;425724,1136;4237530,591;500;34,64221276
37;HP;37_HP;3;1;7;50;12;3;221,08;conventional;38;Other;425724,1136;4237530,591;600;37,27755694
37;HP;37_HP;3;1;7;50;12;3;221,08;conventional;38;Other;425724,1136;4237530,591;700;38,5430258
37;HP;37_HP;3;1;7;50;12;3;221,08;conventional;38;Other;425724,1136;4237530,591;800;39,68042651
37;HP;37_HP;3;1;7;50;12;3;221,08;conventional;38;Other;425724,1136;4237530,591;900;39,81358712
37;HP;37_HP;4;1;7;83;10;6;419;conventional;38;Other;425724,1136;4237530,591;1000;39,58075567,
37;HP;37_HP;4;1;7;83;10;6;419;conventional;38;Other;425724,1136;4237530,591;500;34,64221276,
37;HP;37_HP;4;1;7;83;10;6;419;conventional;38;Other;425724,1136;4237530,591;200;36,12557953,
37;HP;37_HP;4;1;7;83;10;6;419;conventional;38;Other;425724,1136;4237530,591;300;39,47886093,
37;HP;37_HP;4;1;7;83;10;6;419;conventional;38;Other;425724,1136;4237530,591;100;38,83382526,
37;HP;37_HP;4;1;7;83;10;6;419;conventional;38;Other;425724,1136;4237530,591;400;35,9260875,
37;HP;37_HP;4;1;7;83;10;6;419;conventional;38;Other;425724,1136;4237530,591;700;38,5430258,
37;HP;37_HP;4;1;7;83;10;6;419;conventional;38;Other;425724,1136;4237530,591;800;39,68042651,
37;HP;37_HP;4;1;7;83;10;6;419;conventional;38;Other;425724,1136;4237530,591;900;39,81358712,
37;HP;37_HP;4;1;7;83;10;6;419;conventional;38;Other;425724,1136;4237530,591;600;37,27755694,
37;HBP;37_HBP;1;1;7;25;3;1;636,84;conventional;38;Other;425724,1136;4237530,591;700;38,5430258
37;HBP;37_HBP;1;1;7;25;3;1;636,84;conventional;38;Other;425724,1136;4237530,591;800;39,68042651
37;HBP;37_HBP;1;1;7;25;3;1;636,84;conventional;38;Other;425724,1136;4237530,591;900;39,81358712
37;HBP;37_HBP;1;1;7;25;3;1;636,84;conventional;38;Other;425724,1136;4237530,591;300;39,47886093
37;HBP;37_HBP;1;1;7;25;3;1;636,84;conventional;38;Other;425724,1136;4237530,591;100;38,83382526
37;HBP;37_HBP;1;1;7;25;3;1;636,84;conventional;38;Other;425724,1136;4237530,591;1000;39,58075567
37;HBP;37_HBP;1;1;7;25;3;1;636,84;conventional;38;Other;425724,1136;4237530,591;200;36,12557953
37;HBP;37_HBP;1;1;7;25;3;1;636,84;conventional;38;Other;425724,1136;4237530,591;400;35,9260875
37;HBP;37_HBP;1;1;7;25;3;1;636,84;conventional;38;Other;425724,1136;4237530,591;500;34,64221276
37;HBP;37_HBP;1;1;7;25;3;1;636,84;conventional;38;Other;425724,1136;4237530,591;600;37,27755694
37;HBP;37_HBP;2;1;7;72;4;0;425,8;conventional;38;Other;425724,1136;4237530,591;100;38,83382526
37;HBP;37_HBP;2;1;7;72;4;0;425,8;conventional;38;Other;425724,1136;4237530,591;1000;39,58075567
37;HBP;37_HBP;2;1;7;72;4;0;425,8;conventional;38;Other;425724,1136;4237530,591;200;36,12557953
37;HBP;37_HBP;2;1;7;72;4;0;425,8;conventional;38;Other;425724,1136;4237530,591;300;39,47886093
37;HBP;37_HBP;2;1;7;72;4;0;425,8;conventional;38;Other;425724,1136;4237530,591;700;38,5430258
37;HBP;37_HBP;2;1;7;72;4;0;425,8;conventional;38;Other;425724,1136;4237530,591;800;39,68042651
37;HBP;37_HBP;2;1;7;72;4;0;425,8;conventional;38;Other;425724,1136;4237530,591;900;39,81358712
37;HBP;37_HBP;2;1;7;72;4;0;425,8;conventional;38;Other;425724,1136;4237530,591;400;35,9260875
37;HBP;37_HBP;2;1;7;72;4;0;425,8;conventional;38;Other;425724,1136;4237530,591;500;34,64221276
37;HBP;37_HBP;2;1;7;72;4;0;425,8;conventional;38;Other;425724,1136;4237530,591;600;37,27755694
37;HBP;37_HBP;3;1;7;45;2;2;456,28;conventional;38;Other;425724,1136;4237530,591;100;38,83382526
37;HBP;37_HBP;3;1;7;45;2;2;456,28;conventional;38;Other;425724,1136;4237530,591;1000;39,58075567
37;HBP;37_HBP;3;1;7;45;2;2;456,28;conventional;38;Other;425724,1136;4237530,591;800;39,68042651
37;HBP;37_HBP;3;1;7;45;2;2;456,28;conventional;38;Other;425724,1136;4237530,591;700;38,5430258
37;HBP;37_HBP;3;1;7;45;2;2;456,28;conventional;38;Other;425724,1136;4237530,591;200;36,12557953
37;HBP;37_HBP;3;1;7;45;2;2;456,28;conventional;38;Other;425724,1136;4237530,591;300;39,47886093
37;HBP;37_HBP;3;1;7;45;2;2;456,28;conventional;38;Other;425724,1136;4237530,591;400;35,9260875
37;HBP;37_HBP;3;1;7;45;2;2;456,28;conventional;38;Other;425724,1136;4237530,591;500;34,64221276
37;HBP;37_HBP;3;1;7;45;2;2;456,28;conventional;38;Other;425724,1136;4237530,591;600;37,27755694
37;HBP;37_HBP;3;1;7;45;2;2;456,28;conventional;38;Other;425724,1136;4237530,591;900;39,81358712
37;HBP;37_HBP;4;1;7;21;1;1;411,11;conventional;38;Other;425724,1136;4237530,591;100;38,83382526
37;HBP;37_HBP;4;1;7;21;1;1;411,11;conventional;38;Other;425724,1136;4237530,591;1000;39,58075567
37;HBP;37_HBP;4;1;7;21;1;1;411,11;conventional;38;Other;425724,1136;4237530,591;200;36,12557953
37;HBP;37_HBP;4;1;7;21;1;1;411,11;conventional;38;Other;425724,1136;4237530,591;300;39,47886093
37;HBP;37_HBP;4;1;7;21;1;1;411,11;conventional;38;Other;425724,1136;4237530,591;400;35,9260875
37;HBP;37_HBP;4;1;7;21;1;1;411,11;conventional;38;Other;425724,1136;4237530,591;500;34,64221276
37;HBP;37_HBP;4;1;7;21;1;1;411,11;conventional;38;Other;425724,1136;4237530,591;700;38,5430258
37;HBP;37_HBP;4;1;7;21;1;1;411,11;conventional;38;Other;425724,1136;4237530,591;800;39,68042651
37;HBP;37_HBP;4;1;7;21;1;1;411,11;conventional;38;Other;425724,1136;4237530,591;900;39,81358712
37;HBP;37_HBP;4;1;7;21;1;1;411,11;conventional;38;Other;425724,1136;4237530,591;600;37,27755694
37;HPGD;37_HPGD;1;1;7;29;5;0;609,88;conventional;38;Other;425724,1136;4237530,591;700;38,5430258
37;HPGD;37_HPGD;1;1;7;29;5;0;609,88;conventional;38;Other;425724,1136;4237530,591;800;39,68042651
37;HPGD;37_HPGD;1;1;7;29;5;0;609,88;conventional;38;Other;425724,1136;4237530,591;900;39,81358712
37;HPGD;37_HPGD;1;1;7;29;5;0;609,88;conventional;38;Other;425724,1136;4237530,591;300;39,47886093
37;HPGD;37_HPGD;1;1;7;29;5;0;609,88;conventional;38;Other;425724,1136;4237530,591;100;38,83382526
37;HPGD;37_HPGD;1;1;7;29;5;0;609,88;conventional;38;Other;425724,1136;4237530,591;1000;39,58075567
37;HPGD;37_HPGD;1;1;7;29;5;0;609,88;conventional;38;Other;425724,1136;4237530,591;200;36,12557953
37;HPGD;37_HPGD;1;1;7;29;5;0;609,88;conventional;38;Other;425724,1136;4237530,591;400;35,9260875
37;HPGD;37_HPGD;1;1;7;29;5;0;609,88;conventional;38;Other;425724,1136;4237530,591;500;34,64221276
37;HPGD;37_HPGD;1;1;7;29;5;0;609,88;conventional;38;Other;425724,1136;4237530,591;600;37,27755694
37;HPGD;37_HPGD;2;1;7;3;1;1;474,41;conventional;38;Other;425724,1136;4237530,591;100;38,83382526
37;HPGD;37_HPGD;2;1;7;3;1;1;474,41;conventional;38;Other;425724,1136;4237530,591;1000;39,58075567
37;HPGD;37_HPGD;2;1;7;3;1;1;474,41;conventional;38;Other;425724,1136;4237530,591;200;36,12557953
37;HPGD;37_HPGD;2;1;7;3;1;1;474,41;conventional;38;Other;425724,1136;4237530,591;300;39,47886093
37;HPGD;37_HPGD;2;1;7;3;1;1;474,41;conventional;38;Other;425724,1136;4237530,591;700;38,5430258
37;HPGD;37_HPGD;2;1;7;3;1;1;474,41;conventional;38;Other;425724,1136;4237530,591;800;39,68042651
37;HPGD;37_HPGD;2;1;7;3;1;1;474,41;conventional;38;Other;425724,1136;4237530,591;900;39,81358712
37;HPGD;37_HPGD;2;1;7;3;1;1;474,41;conventional;38;Other;425724,1136;4237530,591;400;35,9260875
37;HPGD;37_HPGD;2;1;7;3;1;1;474,41;conventional;38;Other;425724,1136;4237530,591;500;34,64221276
37;HPGD;37_HPGD;2;1;7;3;1;1;474,41;conventional;38;Other;425724,1136;4237530,591;600;37,27755694
37;HPGD;37_HPGD;3;1;7;16;0;1;348,15;conventional;38;Other;425724,1136;4237530,591;100;38,83382526
37;HPGD;37_HPGD;3;1;7;16;0;1;348,15;conventional;38;Other;425724,1136;4237530,591;1000;39,58075567
37;HPGD;37_HPGD;3;1;7;16;0;1;348,15;conventional;38;Other;425724,1136;4237530,591;800;39,68042651
37;HPGD;37_HPGD;3;1;7;16;0;1;348,15;conventional;38;Other;425724,1136;4237530,591;700;38,5430258
37;HPGD;37_HPGD;3;1;7;16;0;1;348,15;conventional;38;Other;425724,1136;4237530,591;200;36,12557953
37;HPGD;37_HPGD;3;1;7;16;0;1;348,15;conventional;38;Other;425724,1136;4237530,591;300;39,47886093
37;HPGD;37_HPGD;3;1;7;16;0;1;348,15;conventional;38;Other;425724,1136;4237530,591;400;35,9260875
37;HPGD;37_HPGD;3;1;7;16;0;1;348,15;conventional;38;Other;425724,1136;4237530,591;500;34,64221276
37;HPGD;37_HPGD;3;1;7;16;0;1;348,15;conventional;38;Other;425724,1136;4237530,591;600;37,27755694
37;HPGD;37_HPGD;3;1;7;16;0;1;348,15;conventional;38;Other;425724,1136;4237530,591;900;39,81358712
37;HPGD;37_HPGD;4;1;7;0;0;1;370,89;conventional;38;Other;425724,1136;4237530,591;100;38,83382526
37;HPGD;37_HPGD;4;1;7;0;0;1;370,89;conventional;38;Other;425724,1136;4237530,591;1000;39,58075567
37;HPGD;37_HPGD;4;1;7;0;0;1;370,89;conventional;38;Other;425724,1136;4237530,591;200;36,12557953
37;HPGD;37_HPGD;4;1;7;0;0;1;370,89;conventional;38;Other;425724,1136;4237530,591;300;39,47886093
37;HPGD;37_HPGD;4;1;7;0;0;1;370,89;conventional;38;Other;425724,1136;4237530,591;400;35,9260875
37;HPGD;37_HPGD;4;1;7;0;0;1;370,89;conventional;38;Other;425724,1136;4237530,591;500;34,64221276
37;HPGD;37_HPGD;4;1;7;0;0;1;370,89;conventional;38;Other;425724,1136;4237530,591;700;38,5430258
37;HPGD;37_HPGD;4;1;7;0;0;1;370,89;conventional;38;Other;425724,1136;4237530,591;800;39,68042651
37;HPGD;37_HPGD;4;1;7;0;0;1;370,89;conventional;38;Other;425724,1136;4237530,591;900;39,81358712
37;HPGD;37_HPGD;4;1;7;0;0;1;370,89;conventional;38;Other;425724,1136;4237530,591;600;37,27755694
37;O;37_O;1;1;7;156;12;5;873,22;conventional;38;Other;425724,1136;4237530,591;700;38,5430258
37;O;37_O;1;1;7;156;12;5;873,22;conventional;38;Other;425724,1136;4237530,591;800;39,68042651
37;O;37_O;1;1;7;156;12;5;873,22;conventional;38;Other;425724,1136;4237530,591;900;39,81358712
37;O;37_O;1;1;7;156;12;5;873,22;conventional;38;Other;425724,1136;4237530,591;300;39,47886093
37;O;37_O;1;1;7;156;12;5;873,22;conventional;38;Other;425724,1136;4237530,591;100;38,83382526
37;O;37_O;1;1;7;156;12;5;873,22;conventional;38;Other;425724,1136;4237530,591;1000;39,58075567
37;O;37_O;1;1;7;156;12;5;873,22;conventional;38;Other;425724,1136;4237530,591;200;36,12557953
37;O;37_O;1;1;7;156;12;5;873,22;conventional;38;Other;425724,1136;4237530,591;400;35,9260875
37;O;37_O;1;1;7;156;12;5;873,22;conventional;38;Other;425724,1136;4237530,591;500;34,64221276
37;O;37_O;1;1;7;156;12;5;873,22;conventional;38;Other;425724,1136;4237530,591;600;37,27755694
37;O;37_O;2;1;7;17;13;2;207,09;conventional;38;Other;425724,1136;4237530,591;100;38,83382526
37;O;37_O;2;1;7;17;13;2;207,09;conventional;38;Other;425724,1136;4237530,591;1000;39,58075567
37;O;37_O;2;1;7;17;13;2;207,09;conventional;38;Other;425724,1136;4237530,591;200;36,12557953
37;O;37_O;2;1;7;17;13;2;207,09;conventional;38;Other;425724,1136;4237530,591;300;39,47886093
37;O;37_O;2;1;7;17;13;2;207,09;conventional;38;Other;425724,1136;4237530,591;700;38,5430258
37;O;37_O;2;1;7;17;13;2;207,09;conventional;38;Other;425724,1136;4237530,591;800;39,68042651
37;O;37_O;2;1;7;17;13;2;207,09;conventional;38;Other;425724,1136;4237530,591;900;39,81358712
37;O;37_O;2;1;7;17;13;2;207,09;conventional;38;Other;425724,1136;4237530,591;400;35,9260875
37;O;37_O;2;1;7;17;13;2;207,09;conventional;38;Other;425724,1136;4237530,591;500;34,64221276
37;O;37_O;2;1;7;17;13;2;207,09;conventional;38;Other;425724,1136;4237530,591;600;37,27755694
37;O;37_O;3;1;7;1;1;0;194,47;conventional;38;Other;425724,1136;4237530,591;100;38,83382526
37;O;37_O;3;1;7;1;1;0;194,47;conventional;38;Other;425724,1136;4237530,591;1000;39,58075567
37;O;37_O;3;1;7;1;1;0;194,47;conventional;38;Other;425724,1136;4237530,591;800;39,68042651
37;O;37_O;3;1;7;1;1;0;194,47;conventional;38;Other;425724,1136;4237530,591;700;38,5430258
37;O;37_O;3;1;7;1;1;0;194,47;conventional;38;Other;425724,1136;4237530,591;200;36,12557953
37;O;37_O;3;1;7;1;1;0;194,47;conventional;38;Other;425724,1136;4237530,591;300;39,47886093
37;O;37_O;3;1;7;1;1;0;194,47;conventional;38;Other;425724,1136;4237530,591;400;35,9260875
37;O;37_O;3;1;7;1;1;0;194,47;conventional;38;Other;425724,1136;4237530,591;500;34,64221276
37;O;37_O;3;1;7;1;1;0;194,47;conventional;38;Other;425724,1136;4237530,591;600;37,27755694
37;O;37_O;3;1;7;1;1;0;194,47;conventional;38;Other;425724,1136;4237530,591;900;39,81358712
37;O;37_O;4;1;7;3;5;2;555,24;conventional;38;Other;425724,1136;4237530,591;100;38,83382526
37;O;37_O;4;1;7;3;5;2;555,24;conventional;38;Other;425724,1136;4237530,591;1000;39,58075567
37;O;37_O;4;1;7;3;5;2;555,24;conventional;38;Other;425724,1136;4237530,591;200;36,12557953
37;O;37_O;4;1;7;3;5;2;555,24;conventional;38;Other;425724,1136;4237530,591;300;39,47886093
37;O;37_O;4;1;7;3;5;2;555,24;conventional;38;Other;425724,1136;4237530,591;400;35,9260875
37;O;37_O;4;1;7;3;5;2;555,24;conventional;38;Other;425724,1136;4237530,591;500;34,64221276
37;O;37_O;4;1;7;3;5;2;555,24;conventional;38;Other;425724,1136;4237530,591;600;37,27755694
37;O;37_O;4;1;7;3;5;2;555,24;conventional;38;Other;425724,1136;4237530,591;700;38,5430258
37;O;37_O;4;1;7;3;5;2;555,24;conventional;38;Other;425724,1136;4237530,591;800;39,68042651
37;O;37_O;4;1;7;3;5;2;555,24;conventional;38;Other;425724,1136;4237530,591;900;39,81358712
38;H;38_H;1;1;2;0;0;0;289,04;organic;0;Brassicaceae;416975,1418;4215331,195;100;14,71489772
38;H;38_H;1;1;2;0;0;0;289,04;organic;0;Brassicaceae;416975,1418;4215331,195;1000;6,435104962
38;H;38_H;1;1;2;0;0;0;289,04;organic;0;Brassicaceae;416975,1418;4215331,195;200;8,40801205
38;H;38_H;1;1;2;0;0;0;289,04;organic;0;Brassicaceae;416975,1418;4215331,195;300;9,125755464
38;H;38_H;1;1;2;0;0;0;289,04;organic;0;Brassicaceae;416975,1418;4215331,195;400;8,871691633
38;H;38_H;1;1;2;0;0;0;289,04;organic;0;Brassicaceae;416975,1418;4215331,195;500;10,76838875
